id,name,desc,str1,str2,str3,str4,str5,str6,str7,str8,str9,str10,str11,str12,str13,str14,str15,str16
1281505,大日四面体,这张卡从怪兽卡区域上送去墓地的场合，可以支付500基本分，把这张卡当作装备卡使用给自己场上表侧表示存在的1只怪兽装备。这张卡的装备怪兽被破坏的场合，可以作为代替把这张卡破坏。,当作装备卡装备,是否使用「大日四面体」的效果代替破坏？,,,,,,,,,,,,,,
1287123,物质猎鹰,持有「把场上的魔法·陷阱卡破坏的效果」的效果怪兽的效果发动时，可以把1张手卡送去墓地让那个发动无效并破坏。,发动无效并破坏,,,,,,,,,,,,,,,
1295111,转生炎兽的圣域,"这个卡名的①②的效果1回合各能使用1次。
①：只要这张卡在场地区域存在，自己要把「转生炎兽」连接怪兽连接召唤的场合，可以只用自己场上1只同名「转生炎兽」连接怪兽为素材作连接召唤。
②：自己怪兽进行战斗的伤害计算时，支付1000基本分，以自己场上1只连接怪兽为对象才能发动。那只怪兽的攻击力变成0，自己基本分回复那只怪兽的原本攻击力的数值。",只使用同名怪兽为素材连接召唤,,,,,,,,,,,,,,,
1315120,科技属 突击兵,"①：只有对方场上才有怪兽存在的场合，这张卡可以从手卡特殊召唤。
②：场上的这张卡被破坏送去墓地的回合的结束阶段才能发动。从卡组把「科技属 突击兵」以外的1只「科技属」怪兽加入手卡。",检索,,,,,,,,,,,,,,,
1322368,秘旋谍-双螺旋特工,"「秘旋谍」怪兽2只
这个卡名的②的效果1回合只能使用1次。
①：这张卡的卡名只要在场上·墓地存在当作「秘旋谍-花公子」使用。
②：宣言卡的种类（怪兽·魔法·陷阱）才能发动。对方卡组最上面的卡给双方确认，宣言的种类的卡的场合，从自己的卡组·墓地选1只「秘旋谍」怪兽加入手卡或在作为这张卡所连接区的自己场上特殊召唤。",宣言卡的种类,是否特殊召唤？,,,,,,,,,,,,,,
1344018,时空之灵摆读阵,"「时空之灵摆读阵」的②的效果1回合只能使用1次。
①：只要这张卡在魔法与陷阱区域存在，对方不能把自己场上的魔法师族怪兽作为陷阱卡的效果的对象。
②：以自己的怪兽区域·灵摆区域1张「魔术师」灵摆怪兽卡和对方场上1张卡为对象才能发动。那些卡破坏。没能因这个效果把2张卡破坏的场合，可以选场上1张卡送去墓地。",卡片破坏,是否选场上1张卡送去墓地？,,,,,,,,,,,,,,
1347977,神圣守卫者,"①：这张卡反转的场合，从以下效果选择1个发动。
●以场上1只表侧表示怪兽为对象发动。那只表侧表示怪兽回到持有者卡组最上面。
●自己场上有战士族怪兽存在的场合，以场上2只表侧表示怪兽为对象发动。那1只表侧表示怪兽回到持有者卡组最上面。那之后，自己场上有战士族怪兽存在的场合，另1只表侧表示怪兽回到持有者手卡。",返回卡组,是否要再选择场上的1只表侧表示的怪兽回到手卡？,,,,,,,,,,,,,,
1353770,神之居城-瓦尔哈拉,①：1回合1次，自己主要阶段才能发动。从手卡把1只天使族怪兽特殊召唤。这个效果在自己场上没有怪兽存在的场合才能发动和处理。,特殊召唤,,,,,,,,,,,,,,,
1357146,粹蛙,"这张卡不能作为同调素材。
①：这张卡只要在怪兽区域存在，卡名当作「死亡青蛙」使用。
②：这张卡在墓地存在的场合，从自己墓地把1只「青蛙」怪兽除外才能发动。这张卡特殊召唤。",特殊召唤,,,,,,,,,,,,,,,
1362589,光子粉碎者,①：这张卡攻击的场合，伤害步骤结束时变成守备表示。,,,,,,,,,,,,,,,,
1371589,吸血树熊,这张卡和怪兽的战斗给与对方基本分战斗伤害时，自己基本分回复给与的战斗伤害的数值。,回复,,,,,,,,,,,,,,,
1372887,合乘,"这个卡名的卡在1回合只能发动1张。
①：这个回合，每次对方用抽卡以外的方法从卡组·墓地把卡加入手卡，自己从卡组抽1张。",,,,,,,,,,,,,,,,
1409474,阳炎兽 斯芬克司,只要这张卡在场上表侧表示存在，对方不能把这张卡作为卡的效果的对象。此外，1回合1次，自己的主要阶段时，宣言卡的种类（怪兽·魔法·陷阱）才能发动。自己卡组最上面的卡送去墓地，宣言的种类的卡的场合，可以再从自己的手卡·墓地选1只炎属性怪兽特殊召唤。「阳炎兽 斯芬克司」的这个效果1回合只能使用1次。,宣言种类,是否要从自己的手卡·墓地选1只炎属性怪兽特殊召唤？,,,,,,,,,,,,,,
1412158,稀有金属骑士,"「稀有金属女郎」＋「稀有金属战士」
这张卡在对怪兽的战斗伤害计算时，攻击力上升1000，在场上的这张卡可以和融合区的「稀有金属女武神」互换（这张卡特殊召唤的回合不可以互换。）",攻击上升,特殊召唤,,,,,,,,,,,,,,
1426714,No.48 暗影巫妖,"3星怪兽×2
①：对方回合1次，把这张卡1个超量素材取除才能发动。在自己场上把1只「幻影衍生物」（恶魔族·暗·1星·攻/守500）特殊召唤。
②：这张卡的攻击力上升自己场上的「幻影衍生物」数量×500。
③：只要自己场上有「幻影衍生物」存在，对方不能选择这张卡作为攻击对象。",特殊召唤,,,,,,,,,,,,,,,
1426715,幻影衍生物,由「No.48 暗影巫妖」的效果特殊召唤。,,,,,,,,,,,,,,,,
1434352,混沌死灵师,这张卡的攻击力为自己墓地里存在的怪兽卡数量×300点的数值。,,,,,,,,,,,,,,,,
1435851,龙之秘宝,龙族才能装备。1只装备怪兽的攻击力·守备力上升300。,,,,,,,,,,,,,,,,
1474910,小蜜蜂,把这张卡和自己场上表侧表示存在的「小蜜蜂」以外的1只昆虫族怪兽解放发动。从自己卡组抽2张卡。,抽卡,,,,,,,,,,,,,,,
1475311,暗之诱惑,①：自己从卡组抽2张，那之后把手卡1只暗属性怪兽除外。手卡没有暗属性怪兽的场合，手卡全部送去墓地。,,,,,,,,,,,,,,,,
1482001,副语术士克拉拉与洛希卡,"通常召唤的怪兽1只
这张卡的连接召唤不在主要阶段2不能进行。",,,,,,,,,,,,,,,,
1487805,宇宙铗 泽罗奥尔,"爬虫类族怪兽2只以上
这个卡名的①②的效果1回合各能使用1次。
①：这张卡连接召唤成功的场合才能发动。把持有把A指示物放置效果的1张卡从卡组加入手卡。
②：把自己·对方场上2个A指示物取除才能发动。把1只爬虫类族怪兽召唤。
③：只要这张卡在怪兽区域存在，有A指示物放置的对方怪兽变成守备表示，不能把效果发动。",,,,,,,,,,,,,,,,
1498130,六武众的影武者,自己场上表侧表示存在的名字带有「六武众」的怪兽1只成为魔法·陷阱·效果怪兽的效果的对象时，可以把那个效果的对象转换为场上表侧表示存在的这张卡。,对象转移,,,,,,,,,,,,,,,
1508649,幻变骚灵·十六巫赫斯提,"「幻变骚灵」怪兽2只
这个卡名的③的效果1回合只能使用1次。
①：这张卡的攻击力上升这张卡所连接区的「幻变骚灵」怪兽的原本攻击力数值。
②：魔法·陷阱卡的效果发动时，把这张卡所连接区1只「幻变骚灵」怪兽解放才能发动。那个发动无效并破坏。
③：这张卡从场上送去墓地的场合才能发动。从卡组把1张「幻变骚灵」卡加入手卡。",,,,,,,,,,,,,,,,
1516510,秘术眼灵摆龙,"「异色眼灵摆龙」＋魔法师族怪兽
①：这张卡得到「异色眼灵摆龙」以外的作为融合素材的怪兽的原本等级的以下效果。
●4星以下：这张卡在同1次的战斗阶段中最多2次可以向怪兽攻击。
●5星以上：这张卡在同1次的战斗阶段中最多3次可以向怪兽攻击。
②：场上的灵摆召唤的怪兽作为素材让这张卡融合召唤成功的回合，这张卡不受对方的效果影响。",最多2次可以向怪兽攻击,最多3次可以向怪兽攻击,,,,,,,,,,,,,,
1525329,有7种武器的猎人,这张卡召唤成功时，宣言1个种族发动。这张卡和宣言的种族的怪兽进行战斗的场合，这张卡的攻击力只在伤害计算时上升1000。,宣言种族,攻击上升,,,,,,,,,,,,,,
1527418,空牙团的睿智 薇兹,"这个卡名的①②的效果1回合各能使用1次。
①：这张卡特殊召唤成功的场合才能发动。自己回复「空牙团的睿智 薇兹」以外的自己场上的「空牙团」怪兽种类×500基本分。
②：对方把魔法·陷阱卡的效果发动时，从手卡丢弃1张「空牙团」卡才能发动。那个发动无效。",,,,,,,,,,,,,,,,
1533292,真次世代锅炉人,这张卡召唤成功时，可以从自己卡组把1只2星的名字带有「真次世代」的怪兽加入手卡。,检索,,,,,,,,,,,,,,,
1539051,宇宙人礼物,自己场上表侧表示存在的名字带有「新空间侠」的怪兽每有1种类，从自己卡组抽1张卡。,,,,,,,,,,,,,,,,
1546123,电子终结龙,"「电子龙」＋「电子龙」＋「电子龙」
这张卡的融合召唤不用上记的卡不能进行。
①：这张卡向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。",,,,,,,,,,,,,,,,
1546124,电子终结龙,"「电子龙」＋「电子龙」＋「电子龙」
这张卡的融合召唤不用上记的卡不能进行。
①：这张卡向守备表示怪兽攻击的场合，给与攻击力超过那个守备力的数值的战斗伤害。",,,,,,,,,,,,,,,,
1557341,复仇的女战士 罗丝,①：这张卡给与对方战斗伤害的场合发动。给与对方300伤害。,300伤害,,,,,,,,,,,,,,,
1557499,银之弓矢,天使族才能装备。1只装备怪兽的攻击力·守备力上升300。,,,,,,,,,,,,,,,,
1561110,ABC-神龙歼灭者,"「A-突击核」＋「B-破坏龙兽」＋「C-粉碎翼龙」
把自己的场上·墓地的上记卡除外的场合才能从额外卡组特殊召唤（不需要「融合」）。
①：1回合1次，丢弃1张手卡，以场上1张卡为对象才能发动。那张卡除外。这个效果在对方回合也能发动。
②：对方回合把这张卡解放，以除外的自己的机械族·光属性的同盟怪兽3种类各1只为对象才能发动。那些怪兽特殊召唤。",丢弃1张手卡，把场上1张卡除外,把这张卡解放，把除外的同盟怪兽特殊召唤,,,,,,,,,,,,,,
1566817,网球小爱神,"这个卡名的②的效果1回合只能有1次。
①：这张卡只要在怪兽区域存在，不受除持有这张卡的等级以下的等级的怪兽以外的全部怪兽发动的效果影响。
②：把自己墓地最多3张卡除外才能发动。直到回合结束时，这张卡的等级上升除外数量的数值。",,,,,,,,,,,,,,,,
1571945,白衣忍者,反转：破坏场上1只守备表示的怪兽。,破坏,,,,,,,,,,,,,,,
1580833,雾动机龙·剑龙,"←3 【灵摆】 3→
①：这张卡以外的自己场上的「雾动机龙」卡被战斗或者对方的效果破坏的场合，可以作为代替把这张卡破坏。
【怪兽效果】
①：这张卡以外的自己的灵摆怪兽和对方怪兽进行战斗的伤害计算后才能发动。那些进行战斗的双方怪兽破坏。",是否要使用「雾动机龙·剑龙」的效果代替破坏？,,,,,,,,,,,,,,,
1586457,深空巡洋舰九型,这张卡可以从手卡把这张卡以外的1只机械族怪兽送去墓地，从手卡特殊召唤。,,,,,,,,,,,,,,,,
1596508,次元要塞兵器,只要这张卡在场上表侧表示存在，双方不能从卡组把卡送去墓地。,,,,,,,,,,,,,,,,
1621413,暗镇魂超量龙,"5星怪兽×3
①：这张卡有「暗叛逆超量龙」在作为超量素材的场合，得到以下效果。
●1回合1次，把这张卡1个超量素材取除，以对方场上1只表侧表示怪兽为对象才能发动。那只怪兽的攻击力变成0，这张卡的攻击力上升那个原本攻击力数值。
●对方把怪兽的效果发动时，把这张卡1个超量素材取除才能发动。那个发动无效并破坏。那之后，可以选自己墓地1只超量怪兽特殊召唤。",攻守变化,效果无效,是否选怪兽特殊召唤？,,,,,,,,,,,,,
1637760,升天之刚角笛,①：对方主要阶段由对方把怪兽特殊召唤之际才能发动。那次特殊召唤无效，那些怪兽破坏。那之后，对方从卡组抽1张，对方主要阶段结束。,,,,,,,,,,,,,,,,
1639384,神龙骑士 闪耀,"8星怪兽×2
①：1回合1次，把这张卡1个超量素材取除，以场上1只表侧表示怪兽为对象才能发动。这个回合，作为对象的怪兽效果无效，不受这张卡以外的效果影响。这个效果在对方回合也能发动。",效果耐性,,,,,,,,,,,,,,,
1641882,融合体,「小天使」＋「催眠羊」,,,,,,,,,,,,,,,,
1644289,大日断片,名字带有「大日」的怪兽才能装备。装备怪兽不会成为对方的陷阱·效果怪兽的效果的对象。场上表侧表示存在的这张卡被送去墓地的场合，可以从自己卡组把1张名字带有「大日」的魔法卡加入手卡。,检索,,,,,,,,,,,,,,,
1662004,炎星师-张天,"这个卡名的效果1回合只能使用1次。把这张卡作为同调素材的场合，不是兽战士族怪兽的同调召唤不能使用。
①：这张卡召唤成功时，以自己墓地1只守备力200以下的炎属性·3星怪兽为对象才能发动。那只炎属性怪兽守备表示特殊召唤。这个效果特殊召唤成功的回合，兽战士族以外的自己怪兽不能攻击。",特殊召唤,,,,,,,,,,,,,,,
1669772,魔力净化,丢弃1张手卡。场上表侧表示存在的永续魔法全部破坏。,,,,,,,,,,,,,,,,
1686814,奥特玛雅·卓尔金,"规则上，这张卡的等级当作12星使用。这张卡不能同调召唤，把自己场上的表侧表示的5星以上而相同等级的调整和调整以外的怪兽各1只送去墓地的场合才能特殊召唤。
①：1回合1次，自己场上有魔法·陷阱卡被盖放时才能发动。把1只「动力工具」同调怪兽或者7·8星的龙族同调怪兽从额外卡组特殊召唤。
②：场上的这张卡只要其他的自己的同调怪兽存在，不会成为攻击对象以及效果的对象。",,,,,,,,,,,,,,,,
1689516,百兽大行进,自己场上表侧表示的兽族怪兽的攻击力，在结束阶段前提升自己场上兽族怪兽数目×200的数值。,,,,,,,,,,,,,,,,
1697104,PSY骨架装备·ε,"这张卡不能通常召唤，用卡的效果才能特殊召唤。
①：自己场上没有怪兽存在，对方的陷阱卡发动时才能发动。选手卡的这张卡和自己的手卡·卡组·墓地1只「PSY骨架驱动者」特殊召唤，那个发动无效并破坏。这个效果特殊召唤的怪兽全部在结束阶段除外。",,,,,,,,,,,,,,,,
1710476,罪 电子终结龙,"这张卡不能通常召唤。从额外卡组把1只「电子终结龙」除外的场合才能特殊召唤。
①：「罪」怪兽在场上只能有1只表侧表示存在。
②：只要这张卡在怪兽区域存在，其他的自己怪兽不能攻击宣言。
③：没有场地魔法卡表侧表示存在的场合这张卡破坏。",,,,,,,,,,,,,,,,
1712616,甲虫骑兵舞刺,自己场上有「甲虫骑兵」怪兽存在，对方把怪兽的效果发动时：那个发动无效并破坏。这张卡在墓地存在，自己场上有攻击力3000以上的昆虫族怪兽存在的场合，自己结束阶段：可以从自己墓地把1只昆虫族怪兽除外；这张卡在自己场上盖放。「甲虫骑兵舞刺」的效果1回合只能有1次使用其中任意1个。,,,,,,,,,,,,,,,,
1735088,发条修补 发条微机,"「发条」怪兽2只
这个卡名的①②的效果1回合各能使用1次。
①：这张卡连接召唤成功的场合才能发动。从卡组把1张「发条」卡加入手卡。
②：把自己场上1只表侧表示的「发条」怪兽里侧表示除外才能发动。把1只和那只是同名的怪兽从卡组特殊召唤。
③：这张卡被破坏送去墓地的场合，以自己场上1只「发条」超量怪兽为对象才能发动。把这张卡在那只怪兽下面重叠作为超量素材。",,,,,,,,,,,,,,,,
1759808,幻魔的肖像,"这个卡名的卡在1回合只能发动1张。
①：以对方场上1只表侧表示怪兽为对象才能发动。把1只那只怪兽的同名怪兽从自己的卡组·额外卡组特殊召唤。这个效果特殊召唤的怪兽在下个回合的结束阶段回到持有者卡组。这张卡的发动后，直到回合结束时自己不能从卡组·额外卡组把怪兽特殊召唤。",,,,,,,,,,,,,,,,
1761063,猫妖精,猫精灵。与可爱的身姿相反、敏捷的攻击对方。,,,,,,,,,,,,,,,,
1764972,死亡帝王龙/爆裂体,这张卡不能通常召唤。「爆裂模式」的效果才能特殊召唤。这张卡特殊召唤成功时，从自己·对方的墓地选择不死族怪兽任意数量在自己场上特殊召唤。这个效果特殊召唤的怪兽的效果无效化，这个回合的结束阶段时破坏。此外，场上的这张卡被破坏时，可以选择自己墓地1只「死亡帝王龙」特殊召唤。,特殊召唤,特殊召唤「死亡帝王龙」,,,,,,,,,,,,,,
1781310,风林火山,"①：风·水·炎·地属性怪兽在场上全部存在的场合才能发动。从以下效果选1个适用。
●对方场上的怪兽全部破坏。
●对方场上的魔法·陷阱卡全部破坏。
●对方手卡随机选2张丢弃。
●自己从卡组抽2张。",对方场上怪兽全部破坏,对方场上魔法·陷阱卡全部破坏,对方随机丢弃2张手卡,抽2张卡,,,,,,,,,,,,
1784619,荒野盗龙,擅长奔跑的恐龙，利用尖锐的爪子进行攻击。,,,,,,,,,,,,,,,,
1784686,蒂迈欧之眼,"这个卡名在规则上也当作「传说之龙 蒂迈欧」使用。这个卡名的卡在1回合只能发动1张。
①：以自己场上1只「黑魔术」怪兽为对象才能发动。那只怪兽作为融合素材送去墓地，把有那个卡名作为融合素材记述的1只融合怪兽从额外卡组融合召唤。",,,,,,,,,,,,,,,,
1799464,脱壳蝉,"这个卡名的效果1回合只能使用1次。
①：这张卡特殊召唤成功的场合才能发动。在自己场上把1只「蝉蜕衍生物」（昆虫族·地·3星·攻/守0）特殊召唤。只要这个效果特殊召唤的衍生物在怪兽区域存在，自己不是昆虫族怪兽不能从额外卡组特殊召唤。",,,,,,,,,,,,,,,,
1799465,蝉蜕衍生物,由「脱壳蝉」的效果特殊召唤。只要这个效果特殊召唤的衍生物在怪兽区域存在，自己不是昆虫族怪兽不能从额外卡组特殊召唤。,,,,,,,,,,,,,,,,
1801154,离心分离力场,融合怪兽因为卡的效果破坏送去墓地时，从自己墓地选择那只融合怪兽记述的1只融合素材，特殊召唤到自己场上。,特殊召唤,,,,,,,,,,,,,,,
1802450,木遁封印式,1回合1次，可以把自己场上表侧表示存在的1只地属性怪兽解放，选择对方墓地存在的最多2张卡从游戏中除外。,是否现在使用「木遁封印式」的效果？,除外,,,,,,,,,,,,,,
1804528,诅咒之棺,"里侧盖伏的这张卡被破坏送去墓地时，对方选择下面的1个效果：
●对方随机选择他自己的1张手卡丢弃。
●对方选择他自己场上的1只怪兽破坏。",选择一个效果,随机选择自己的1张手卡丢弃,选择自己场上的1只怪兽破坏,,,,,,,,,,,,,
1825445,超级量子合神-炎磁巨阵,"这个卡名的②的效果1回合只能使用1次。
①：只要这张卡在魔法与陷阱区域存在，自己主要阶段1内，对方不能把场上的「超级量子」卡作为效果的对象。
②：以自己场上1只「超级量子」超量怪兽为对象才能发动。选作为对象的怪兽以外的自己场上1只表侧表示怪兽在作为对象的怪兽下面重叠作为超量素材。",,,,,,,,,,,,,,,,
1826676,玩具骑士,这张卡不能从卡组特殊召唤。对方场上的怪兽数量比自己场上的怪兽数量多的场合，这张卡可以从手卡特殊召唤。这张卡召唤·特殊召唤成功时，可以从手卡把1只「玩具骑士」特殊召唤。,特殊召唤,,,,,,,,,,,,,,,
1828513,六武众之影-紫炎,"4星「六武众」怪兽×2
①：1回合1次，把这张卡1个超量素材取除，以自己场上1只攻击力未满2000的「六武众」怪兽为对象才能发动。那只怪兽的原本攻击力直到回合结束时变成2000。这个效果在对方回合也能发动。",攻击变化,,,,,,,,,,,,,,,
1833916,英豪挑战者 千刀兵,"「英豪挑战者 千刀兵」的②的效果1回合只能使用1次。
①：1回合1次，从手卡丢弃1张「英豪」卡才能发动。从卡组把1只「英豪」怪兽特殊召唤，这张卡变成守备表示。这个效果的发动后，直到回合结束时自己不是「英豪」怪兽不能特殊召唤。
②：这张卡在墓地存在，战斗·效果让自己受到伤害时才能发动。这张卡从墓地攻击表示特殊召唤。",特殊召唤,特殊召唤,,,,,,,,,,,,,,
1834107,电气治疗,自己场上存在的雷族怪兽给与对方基本分战斗伤害时，自己基本分回复给与的战斗伤害的数值。,回复LP,,,,,,,,,,,,,,,
1834753,最大瞬移者,这张卡不能特殊召唤。可以支付2000基本分，从自己卡组把2只3星的念动力族怪兽在自己场上特殊召唤。这个效果只在这张卡在场上表侧表示存在能使用1次。,,,,,,,,,,,,,,,,
1845204,简易融合,"这个卡名的卡在1回合只能发动1张。
①：支付1000基本分才能发动。把1只5星以下的融合怪兽当作融合召唤从额外卡组特殊召唤。这个效果特殊召唤的怪兽不能攻击，结束阶段破坏。",,,,,,,,,,,,,,,,
1855932,武神帝-迦具土,"兽战士族4星怪兽×2
这张卡超量召唤成功时，从自己卡组上面把5张卡送去墓地。这张卡的攻击力上升这个效果送去墓地的名字带有「武神」的卡数量×100的数值。此外，自己场上的名字带有「武神」的兽战士族怪兽被战斗或者卡的效果破坏的场合，可以作为那1只破坏的怪兽的代替而把这张卡1个超量素材取除。「武神帝-迦具土」在自己场上只能有1只表侧表示存在。",攻击上升,是否使用「武神帝-迦具土」的效果代替破坏？,,,,,,,,,,,,,,
1861629,解码语者,"效果怪兽2只以上
①：这张卡的攻击力上升这张卡所连接区的怪兽数量×500。
②：自己场上的卡为对象的魔法·陷阱·怪兽的效果由对方发动时，把这张卡所连接区1只自己怪兽解放才能发动。那个发动无效并破坏。",发动无效并破坏,,,,,,,,,,,,,,,
1861630,解码语者,"效果怪兽2只以上
①：这张卡的攻击力上升这张卡所连接区的怪兽数量×500。
②：自己场上的卡为对象的魔法·陷阱·怪兽的效果由对方发动时，把这张卡所连接区1只自己怪兽解放才能发动。那个发动无效并破坏。",发动无效并破坏,,,,,,,,,,,,,,,
1872843,梦魔镜的白骑士-卢甫斯,"这个卡名的①②的效果1回合各能使用1次。
①：这张卡用「梦魔镜」怪兽的效果特殊召唤成功的场合才能发动。这个回合，这张卡不会被战斗·效果破坏。
②：场地区域有「黯黑之梦魔镜」存在的场合，自己·对方的主要阶段以及战斗阶段，把这张卡解放才能发动。从卡组把1只「梦魔镜的黑骑士-卢甫斯」特殊召唤。",,,,,,,,,,,,,,,,
1896112,次元诱爆,把自己场上表侧表示存在的1只融合怪兽回到融合卡组才能发动。双方选择从游戏中除外的怪兽最多2只，在各自场上特殊召唤。,,,,,,,,,,,,,,,,
1906812,铁驱龙 迅妖龙,"「阿不思的落胤」＋这个回合特殊召唤的效果怪兽
这个卡名的①②的效果1回合各能使用1次。
①：自己主要阶段才能发动。自己场上的这张卡的位置向其他的自己的主要怪兽区域移动。那之后，可以把和移动过的这张卡相同纵列的其他的表侧表示的卡全部破坏。
②：这张卡被送去墓地的回合的结束阶段才能发动。从卡组选1只「护宝炮妖」怪兽或者「阿不思的落胤」加入手卡或特殊召唤。",,,是否把同纵列表侧表示的卡全部破坏？,,,,,,,,,,,,,
1918087,哥布林小役人,对方的基本分3000以下的场合才可以发动。每次对方的准备阶段对方基本分受到500分的伤害。,给与对方500伤害,,,,,,,,,,,,,,,
1929294,心钥妖精,非常细小的天使。无论是谁都被那可爱魅力折服而敞开心扉。,,,,,,,,,,,,,,,,
1942635,王战的报酬,"这个卡名的②的效果1回合只能使用1次。
①：只要自己场上有衍生物存在，对方不能选择「王战」效果怪兽作为攻击对象。
②：「王战」效果怪兽被战斗破坏的场合发动。对方从卡组抽1张。",,,,,,,,,,,,,,,,
1945387,元素英雄 新星主,"「元素英雄」怪兽＋炎属性怪兽
这张卡不用融合召唤不能特殊召唤。
①：这张卡战斗破坏对方怪兽的场合发动。自己从卡组抽1张。",抽卡,,,,,,,,,,,,,,,
1948619,特异英雄 神杖先驱,"「英雄」怪兽2只
这个卡名的①的效果1回合只能使用1次。
①：作为这张卡所连接区的自己场上有「英雄」怪兽召唤·特殊召唤的场合，以自己墓地的「融合」魔法卡、「变化」速攻魔法卡之内任意1张为对象发动。那张卡在自己场上盖放。
②：这张卡被战斗或者对方的效果破坏送去墓地的场合才能发动。从手卡把1只「英雄」怪兽特殊召唤。",,,,,,,,,,,,,,,,
1953925,古代的机械工兵,"①：只要这张卡在怪兽区域存在，这张卡为对象的陷阱卡的效果无效化并破坏。
②：这张卡攻击的场合，对方直到伤害步骤结束时魔法·陷阱卡不能发动。
③：这张卡攻击的伤害步骤结束时，以对方场上1张魔法·陷阱卡为对象发动。那张对方的魔法·陷阱卡破坏。",破坏,,,,,,,,,,,,,,,
1965724,愤怒的悠悠,「悠悠」在自己场上表侧表示存在时，自己场上天使族怪兽被破坏的场合，这个回合的结束阶段前自己场上「悠悠」的攻击力变为3000。,,,,,,,,,,,,,,,,
1966438,双极之破械神,"自己对「双极之破械神」1回合只能有1次特殊召唤。
①：自己场上的卡被战斗·效果破坏的场合才能发动。这张卡从手卡特殊召唤。
②：这张卡特殊召唤成功的场合，丢弃1张手卡才能发动。选场上1张卡破坏。
③：场上的这张卡被破坏送去墓地的回合的结束阶段才能发动。这张卡从墓地特殊召唤。这个效果特殊召唤的这张卡从场上离开的场合回到持有者卡组最下面。",,,,,,,,,,,,,,,,
1969506,傀儡仪式,自己基本分比对方少2000以上的场合才能发动。从自己墓地选择2只名字带有「机关傀儡」的8星怪兽特殊召唤。「傀儡仪式」在1回合只能发动1张，这张卡发动的回合，自己不能进行战斗阶段。,,,,,,,,,,,,,,,,
1980574,跃空垂耳兔飞行队,"这个卡名的效果1回合只能使用1次。
①：对方主要阶段，以自己场上1只表侧表示怪兽为对象才能发动。这张卡从手卡特殊召唤，只用那只怪兽和这张卡为素材作同调召唤。",,,,,,,,,,,,,,,,
1984618,天底的使徒,"这个卡名的卡在1回合只能发动1张。
①：从额外卡组把1只怪兽送去墓地。那之后，从自己的卡组·墓地选持有送去墓地的怪兽的攻击力以下的攻击力的1只「教导」怪兽或者「阿不思的落胤」加入手卡。这张卡的发动后，直到回合结束时自己不能从额外卡组把怪兽特殊召唤。",,,,,,,,,,,,,,,,
1992816,No.9 天盖星 戴森球,"9星怪兽×2
①：持有比这张卡高的攻击力的怪兽在对方场上存在的场合，自己主要阶段1把这张卡1个超量素材取除才能发动。这个回合，这张卡可以直接攻击。
②：持有超量素材的这张卡被攻击的战斗步骤才能发动1次。那次攻击无效。
③：这张卡没有超量素材的状态被选择作为攻击对象时，以自己墓地2只怪兽为对象才能发动。那些怪兽在这张卡下面重叠作为超量素材。",攻击无效,增加素材,直接攻击,,,,,,,,,,,,,
1995985,沉默剑士 LV3,"①：只要这张卡在怪兽区域存在，这张卡为对象的对方的魔法卡的效果无效化。
②：自己准备阶段把场上的这张卡送去墓地才能发动。从手卡·卡组把1只「沉默剑士 LV5」特殊召唤。这个效果在这张卡召唤·特殊召唤·反转的回合不能发动。",特殊召唤,,,,,,,,,,,,,,,
2009101,黑羽-疾风之盖尔,"①：自己场上有「黑羽-疾风之盖尔」以外的「黑羽」怪兽存在的场合，这张卡可以从手卡特殊召唤。
②：1回合1次，以对方场上1只表侧表示怪兽为对象才能发动。那只对方怪兽的攻击力·守备力变成一半。",攻防减半,,,,,,,,,,,,,,,
2047519,伏兵,对方把怪兽召唤·反转召唤时才能发动。从手卡把1只4星以下的暗属性怪兽特殊召唤。,,,,,,,,,,,,,,,,
2055403,时空的落穴,①：对方从手卡·额外卡组把怪兽特殊召唤时才能发动。从手卡·额外卡组特殊召唤的那些怪兽回到持有者卡组。那之后，自己失去回去的怪兽数量×1000基本分。,,,,,,,,,,,,,,,,
2061963,No.104 假面魔蹈士 闪光,"4星怪兽×3
①：1回合1次，自己主要阶段才能发动。对方卡组最上面的卡送去墓地。
②：自己·对方的战斗阶段对方把怪兽的效果发动时，把这张卡1个超量素材取除才能发动。那个发动无效，给与对方800伤害。",效果无效,卡组破坏,,,,,,,,,,,,,,
2067935,剑斗兽 教斗,这张卡用名字带有「剑斗兽」的怪兽的效果特殊召唤成功时，选择自己墓地存在的1只名字带有「剑斗兽」的怪兽才能发动。选择的怪兽从游戏中除外，直到结束阶段时当作和那只怪兽同名卡使用。这张卡进行战斗的战斗阶段结束时可以让这张卡回到卡组，从卡组把「剑斗兽 教斗」以外的1只名字带有「剑斗兽」的怪兽在自己场上特殊召唤。,除外,特殊召唤,,,,,,,,,,,,,,
2084239,湿地草原,全部的水族·水属性·2星以下怪兽的攻击力上升1200。,,,,,,,,,,,,,,,,
2088870,维多利异虫,反转：名字带有「异虫」的爬虫类族怪兽以外的场上表侧表示存在的怪兽全部破坏。这张卡的攻击力上升自己墓地存在的名字带有「异虫」的爬虫类族怪兽数量×500的数值。,,,,,,,,,,,,,,,,
