id,ot,alias,setcode,type,atk,def,level,race,attribute,category
17535588,3,0,0,17,850,1400,4,64,2,0
17535764,3,0,0,33,1000,1200,3,2048,1,262658
17536995,3,0,146,4,0,0,0,0,0,262144
17540705,3,0,159,16777249,2000,600,33685509,1,1,272
17548456,3,0,34,8225,2800,2000,10,65536,4,262147
17559367,3,0,0,33,1000,1100,3,64,2,512
17573739,3,0,0,33,2400,2000,6,512,8,-2147221504
17589298,3,0,272,262146,0,0,0,0,0,8208
17597059,3,0,0,33,800,600,5,8,32,16
17601919,3,0,0,33,900,1000,3,16,32,67117056
17616743,3,0,297,2,0,0,0,0,0,262144
17626381,11,0,0,131074,0,0,0,0,0,256
17639150,3,0,170,262146,0,0,0,0,0,8192
17643265,3,0,0,33,1200,1600,4,131072,2,32768
17649753,3,0,62,33,2100,1200,4,524288,16,67584
17653779,3,0,0,4,0,0,0,0,0,0
17655904,11,0,0,2,0,0,0,0,0,2
17658803,3,0,0,17,2400,1400,6,8192,8,0
17663375,3,0,7,33,1700,1200,4,32,1,512
17679043,3,0,90,33,550,300,3,64,2,2147618818
17688543,3,0,0,4,0,0,0,0,0,262144
17691568,1,0,369,131074,0,0,0,0,0,50331651
17706537,3,0,0,33,1800,0,4,256,1,4194304
17720747,3,0,0,4129,1700,1200,4,2,32,256
17722185,3,0,0,131076,0,0,0,0,0,2147483652
17732278,3,0,31,33,300,900,3,1024,16,133376
17733394,1,0,0,17,1000,900,3,16,32,0
17739335,3,0,297,67108897,2600,133,3,8,32,2147516419
17745969,3,0,4118,97,0,5000,10,32,1,262144
17751597,1,0,349,1048580,0,0,0,0,0,2415920128
17760003,3,0,2,8225,2400,1600,6,32,32,2097473
17775525,3,0,154,8225,2000,4800,12,32,1,4194311
17787975,3,0,92,131076,0,0,0,0,0,4194304
17810268,3,0,24,33,500,0,4,4,2,83886081
17814387,3,0,0,4,0,0,0,0,0,8192
17827173,3,0,365,33,500,1300,1,512,8,1024
17841097,3,0,0,33,100,100,1,32,1,16384
17841166,3,0,0,4,0,0,0,0,0,34603008
17857780,3,0,159,16777249,600,1000,84213762,16384,1,8192
17871506,3,0,59,2081,1800,2000,6,8192,32,16777216
17874674,3,0,0,131076,0,0,0,0,0,-2147483648
17881964,3,0,0,65,1500,1250,4,8192,32,0
17888577,3,0,0,130,0,0,0,0,0,262152
17896384,3,0,0,131074,0,0,0,0,0,68157696
17932494,3,0,102,33,1000,0,2,1,8,8192
17946349,11,0,306,4129,1000,1500,4,16777216,16,3758358528
17948378,3,0,34,4129,1700,800,3,65536,4,262400
17955766,3,0,31,33,600,800,3,1,2,4194306
17956906,3,0,0,2,0,0,0,0,0,262144
17968114,3,0,0,17,1300,1400,4,131072,2,0
17979378,3,0,175,16777249,2000,700,101056517,8,32,263168
17985575,3,0,0,33,1200,1100,4,2,32,34603008
17988746,3,0,0,33,2300,2100,6,1,1,262144
17994645,3,0,4147,8225,800,100,2,512,32,553648128
18000338,3,0,0,33,1900,1200,4,65536,16,8192
18013090,3,0,102,8225,2800,1800,7,1,4,40960
18027138,3,0,0,65538,0,0,0,0,0,851968
18027139,3,0,0,16401,0,0,1,16384,1,0
18027140,3,18027139,0,16401,0,0,1,16384,1,0
18027141,3,18027139,0,16401,0,0,1,16384,1,0
18036057,3,0,266,33,1900,1400,5,4,16,16640
18060565,3,0,41,33,2200,1600,5,512,8,1048576
18063928,3,0,0,33,800,2000,4,32,2,262144
18094166,3,0,20488,33,1600,1800,5,1,32,262656
18096222,3,0,0,4,0,0,0,0,0,8192
18106132,1,0,346,17,0,0,4,16384,8,0
18108166,11,0,0,17,2000,0,4,8388608,32,0
18114794,3,0,0,524290,0,0,0,0,0,8
18138630,3,0,173,131076,0,0,0,0,0,8483
18144506,11,0,100,2,0,0,0,0,0,1
18144507,11,18144506,100,2,0,0,0,0,0,1
18158397,3,0,0,131076,0,0,0,0,0,4194304
18161786,3,0,0,524290,0,0,0,0,0,8192
18168997,3,0,239,33,2700,2500,8,4,32,16416
18175965,3,0,82,33554465,2500,2000,8,8,32,262656
18180762,1,0,0,17,1200,1300,4,256,1,0
18189187,3,0,305,33,1000,1000,3,4,16,262448
18190572,3,0,0,4,0,0,0,0,0,8192
18205590,3,0,156,65538,0,0,0,0,0,262176
18210764,3,0,242,16777249,0,0,1,512,1,262148
18214905,3,0,16397,33,400,2100,4,1,16,8
18235309,3,0,190,131076,0,0,0,0,0,0
18235577,3,0,0,33,300,700,2,2048,1,0
18236002,3,0,288,33,1500,500,3,128,4,4456448
18239909,3,0,199,8225,2850,0,8,8192,4,262177
18246479,3,0,0,17,1800,1300,5,32768,1,0
18249921,3,0,4430,131076,0,0,0,0,0,264256
18252559,3,0,0,4,0,0,0,0,0,4194304
18271561,3,0,0,4,0,0,0,0,0,4194304
18282103,3,0,53,33,1600,1000,3,16384,16,271360
18302224,3,0,9,65538,0,0,0,0,0,270336
18313046,1,0,369,97,1000,2600,8,131072,2,294912
18318842,3,0,117,33,1800,1300,4,64,2,16
18319762,3,0,47,33,1700,1000,4,2,2,262148
18322364,3,0,0,33,1000,3000,9,131072,2,262144
18325492,3,0,22,33,1000,1000,3,32,8,16777216
18326736,3,0,156,8388641,550,2600,4,1,16,1074003968
18372968,3,0,0,33,1500,300,3,524288,1,2
18378582,3,0,0,33554465,2800,2300,8,4,16,262146
18378992,3,0,35,2,0,0,0,0,0,516
18386170,3,0,13959345,97,2800,2500,9,4,16,0
18407024,3,0,14,4129,100,0,2,4096,16,64
18426196,3,0,4218,33,1900,1300,4,1,16,1057792
18430390,3,0,0,33,1800,500,4,32768,8,16
18438874,3,0,0,2,0,0,0,0,0,768
18444733,11,0,284,131076,0,0,0,0,0,1
18444902,3,0,0,33,1500,0,4,1,1,4194304
18446701,3,0,84,4,0,0,0,0,0,16777216
18474999,11,0,279,33,0,0,5,2,32,262656
18478530,3,0,0,131076,0,0,0,0,0,327680
18482591,3,0,47,33,400,1000,3,2,2,0
18486927,3,0,5308423,33,500,2000,4,32,1,0
18489208,3,0,0,33,200,200,1,1024,2,0
18491580,3,0,59,33554465,2400,2000,7,8192,32,270336
18511384,3,0,70,2,0,0,0,0,0,268436480
18511599,3,0,20558,8388641,2600,1000,6,8192,4,16777218
18514525,3,0,288,97,2000,0,5,128,4,401408
18517177,3,0,0,131076,0,0,0,0,0,3
18551923,3,0,297,33,1400,1600,4,8,32,1044
18558867,3,0,351,33,2700,2700,8,1,1,401412
18563744,3,0,0,65538,0,0,0,0,0,33563140
18585765,11,0,0,33,2500,1000,7,4096,32,2
18590133,3,0,172,33,0,0,1,8,32,73728
18591904,3,0,0,2,0,0,0,0,0,3
18597560,11,0,148,4,0,0,0,0,0,262144
18605135,3,0,0,131076,0,0,0,0,0,0
18621798,3,0,4225,33,1800,200,4,32768,4,2147745794
18631392,3,0,0,33554465,-2,-2,10,4,16,3416584
18634367,3,0,0,131076,0,0,0,0,0,327688
18654201,3,0,92,33,1200,2400,6,256,1,8
18658572,3,0,172,131074,0,0,0,0,0,516
18666161,3,0,356,97,3200,3200,11,8,16,4456448
18678554,11,0,294,4,0,0,0,0,0,1073741828
18698739,3,0,0,33,800,1300,3,8,32,512
18710707,3,0,0,17,800,700,3,64,2,0
18712704,3,0,11,4,0,0,0,0,0,263170
18716735,3,0,225,16777249,0,0,134742017,1048576,4,512
18724123,3,0,11,33,2000,1000,6,8,32,131072
18739764,3,0,0,4,0,0,0,0,0,8388610
18743376,3,0,261,33,2900,2500,8,8388608,16,294948
18752707,3,0,0,2,0,0,0,0,0,8192
18752938,3,0,0,65538,0,0,0,0,0,1310720
18756904,11,0,0,2,0,0,0,0,0,256
18789533,11,0,0,33,0,2100,1,16777216,1,262144
18803791,3,0,0,130,0,0,0,0,0,512
18807108,3,0,0,131076,0,0,0,0,0,65536
18807109,3,18807108,0,131076,0,0,0,0,0,65536
18809562,3,0,110,2,0,0,0,0,0,2097664
18816758,3,0,101,4,0,0,0,0,0,19
18828179,3,0,0,33,2400,1000,6,131072,2,262147
18832779,3,0,319,97,2000,2000,8,8,16,2147746306
18837926,11,0,0,33,400,1200,1,1,1,2147745792
18842395,3,0,0,33,2200,0,5,8,32,0
18859369,1,0,207,33,1700,1600,4,1,16,8
18865703,3,0,4222,33,0,2000,4,64,1,270336
18891691,3,0,0,33,2700,1500,8,32,1,1056768
18895832,3,0,0,2,0,0,0,0,0,1048580
18897163,3,0,4271,25165857,3500,3000,16842760,8,32,1090781186
18914778,3,0,0,17,400,300,1,64,2,0
18937875,3,0,0,262146,0,0,0,0,0,8192
18940556,3,0,0,33554465,3500,3200,10,65536,16,4491272
18940725,3,0,365,33,600,1200,1,512,2,1536
18954366,3,0,0,2,0,0,0,0,0,270336
18960169,3,0,172,33,1000,0,4,1,32,2304
18963306,3,0,283447419,8388641,3000,2500,8,8192,16,2147561472
18964575,3,0,0,33,0,0,1,32,1,0
18967507,3,0,16531,97,2000,2000,10,32,32,8192
18973184,1,0,349,131074,0,0,0,0,0,268435968
18988391,3,0,0,33,100,200,1,1024,1,0
18993198,3,0,235,2081,0,2100,2,16384,8,262144
19012345,3,0,0,33,1000,1200,4,8,32,0
19019586,3,0,71,33,400,1900,3,256,1,8208
19024706,3,0,0,4,0,0,0,0,0,262146
19025379,3,0,0,161,2400,2100,8,8192,4,3
19028307,3,0,318,33,3800,1200,8,32768,1,1310720
19036557,3,0,16397,33,1300,1200,2,1,8,8
19041767,3,0,0,33,1500,0,4,2,2,16777216
19048328,3,0,158,8225,2800,2200,9,8388608,16,262656
19059929,3,0,124,131074,0,0,0,0,0,1056768
19066538,3,0,0,65,2100,1800,6,64,2,0
19086954,3,0,172,1057,100,100,1,8,32,17041408
19089195,3,0,376,131076,0,0,0,0,0,16777218
19096726,1,0,333,33,800,0,4,512,32,2147484160
19113101,3,0,0,33,800,800,2,1024,1,0
19139516,3,0,36,4129,1600,1300,4,16384,1,1024
19153590,1,0,273,33,2800,1000,7,8192,8,270344
19153634,3,0,0,33,2000,1400,5,16,32,0
19159413,3,0,0,2,0,0,0,0,0,1
19162134,3,0,0,524290,0,0,0,0,0,134217984
19163116,3,0,4167,33,1500,1200,3,256,1,263168
19182751,3,0,2,33,1800,1200,4,32,16,512
19186123,3,0,0,2,0,0,0,0,0,263188
19190082,3,0,290,1057,500,1000,3,4,8,17047552
19204398,3,0,1,8225,2400,1600,8,32,32,2105344
19211362,3,0,317,33,1100,200,2,128,4,263712
19221310,3,0,852121,33,2800,2000,7,8192,16,262154
19230407,3,0,0,65538,0,0,0,0,0,2
19230408,3,19230407,0,65538,0,0,0,0,0,2
19252988,3,0,0,1048580,0,0,0,0,0,2147483649
19254117,3,0,0,4,0,0,0,0,0,8192
19261966,11,0,157,97,2700,2000,9,8,2,1024
19275188,3,0,351,4,0,0,0,0,0,327680
19280589,11,0,0,33,500,500,3,4,16,786436
19280590,11,0,0,16401,0,0,1,4,16,0
19301729,3,0,0,33,1000,1000,3,2048,16,1074012160
19302550,3,0,7209135,16777249,0,0,168427527,8,32,2147483665
19307353,11,0,0,33,1600,2100,4,4,16,512
19310321,3,0,118,33,1200,1400,4,512,8,1073741824
19312169,3,0,0,131074,0,0,0,0,0,-2147483648
19324993,3,0,8,67108897,1700,3,2,8,32,268444160
19327348,3,0,191,2097185,500,1500,3,2,32,2101248
19333131,3,0,4718635,8388641,2400,1700,5,1,1,16777216
19337371,3,0,0,131074,0,0,0,0,0,512
19353570,3,0,0,33,0,0,3,1,32,537133056
19355597,3,0,4167,97,3400,2000,10,256,1,262144
19357125,3,0,0,33,1600,400,4,8,32,2
19362568,3,0,0,4,0,0,0,0,0,2147745792
19369609,3,0,247,8388641,0,0,1,512,8,8224
19384334,3,0,0,524290,0,0,0,0,0,8192
19394153,3,0,0,2,0,0,0,0,0,32768
19406822,3,0,0,33,0,1600,3,4,1,2
19420830,3,0,0,33,2600,200,8,4,8,262176
19439119,3,0,53,33,1000,800,2,8,16,263168
19441018,3,0,40,33554465,2600,0,8,4096,16,1310723
19451302,3,0,0,131076,0,0,0,0,0,16777216
19462747,3,0,51,4129,1000,1000,4,512,32,4194304
19474136,3,0,0,16777233,2500,1000,33685509,1024,1,0
19476824,3,0,261,4129,1500,1000,4,8388608,16,270340
19489718,3,0,357,4257,2000,2200,4,32,32,2147484448
19501924,3,0,242,2,0,0,0,0,0,0
19502505,3,0,110,33,500,1500,4,4,16,528
19505896,3,0,0,4129,1200,400,2,1024,1,17825792
19508728,3,0,0,262146,0,0,0,0,0,8224
19523799,3,0,0,2,0,0,0,0,0,4194304
19535693,1,0,369,4129,600,600,3,1048576,1,8704
19578592,3,0,0,262146,0,0,0,0,0,2151686144
19580308,3,0,175,4129,100,1900,1,8,32,262156
19590644,3,0,0,4,0,0,0,0,0,262144
19594506,3,0,9,33,1800,800,4,1,16,512
19596712,3,0,117,262146,0,0,0,0,0,-2147483648
19605133,3,0,42,33,100,100,1,2048,1,271360
19612721,3,0,0,33,1000,1000,4,1,1,32770
19613556,3,0,0,2,0,0,0,0,0,1
19619755,3,0,9961631,16777249,100,100,202113025,2,16,8192
19636995,11,0,0,33,2000,1800,5,16384,8,401410
19642774,3,0,4119,4129,400,200,2,32,16,537133056
19642889,3,0,29,33,2100,1600,4,32,1,-2145386496
19665973,3,0,0,33,0,0,1,8,32,262144
19667590,3,0,89,33,0,2200,4,256,1,262144
19671102,3,0,0,131074,0,0,0,0,0,2304
19673561,3,0,296,131074,0,0,0,0,0,1288
19680539,3,0,4218,33,1900,500,4,1,16,262144
19684740,3,0,0,8388641,2200,3000,6,1024,1,16
19700943,3,0,130,33,1800,1900,4,32,1,33554432
19712214,1,0,299,4,0,0,0,0,0,294912
19733961,3,0,40,33,0,0,2,4096,16,1056768
19737320,3,0,0,17,1500,1800,5,32,32,0
19740112,3,0,0,33,1000,1000,4,256,1,0
19747827,3,0,59,97,2400,2000,7,8192,32,8192
19748583,3,0,8314,33,300,300,2,2,16,8194
19763315,3,0,0,4,0,0,0,0,0,0
19771459,3,0,351,33,1900,1900,4,1,1,262144
19801646,3,0,0,33,2200,1800,5,1,2,512
19808608,3,0,175,33,1400,1800,4,8,32,0
19814508,3,0,178,524290,0,0,0,0,0,8704
19827717,3,0,0,2,0,0,0,0,0,16
19828680,1,0,197,2,0,0,0,0,0,64
19844995,3,0,0,131074,0,0,0,0,0,0
19847532,3,0,0,33,2700,1600,9,128,4,1
19870120,11,0,190,131074,0,0,0,0,0,50331648
19877898,3,0,65,33,2600,1200,7,2048,8,8192
19885332,3,0,0,2,0,0,0,0,0,262656
19891131,11,0,294,33,600,200,4,32,32,262148
19891310,3,0,114,8388641,2500,1300,3,32,1,2181038096
19932396,3,0,101,65538,0,0,0,0,0,272
19943114,11,0,280,4,0,0,0,0,0,33554688
19959563,3,0,0,33554465,3000,2600,8,8192,32,262184
19959742,3,0,58,33,1700,900,4,64,2,0
19974580,3,0,37,8225,2500,1300,6,8192,1,8324
19980975,3,0,0,65538,0,0,0,0,0,67109122
20001443,3,0,363,33,1700,1800,4,8388608,2,537657600
20001444,1,0,363,20497,0,0,4,8388608,2,0
20003027,3,0,326,33,300,100,2,16384,1,262160
20003527,3,0,24,33,1000,1000,5,4,2,83894272
20007374,3,0,0,4,0,0,0,0,0,303108
20032555,3,0,4227,33,1600,1200,4,32,1,0
20036055,3,0,177,4,0,0,0,0,0,262144
20050865,3,0,234,4129,500,500,2,32,2,2685665284
20056760,3,0,209,4129,0,2000,5,64,2,262147
20057949,3,0,0,4,0,0,0,0,0,262144
20060230,3,0,0,17,300,1200,3,1,1,0
20065322,3,0,164,65538,0,0,0,0,0,262656
20065549,3,0,0,131074,0,0,0,0,0,33554432
20071842,3,0,0,130,0,0,0,0,0,0
20073910,3,0,0,545,3000,3000,9,4,16,276
20101223,3,0,0,2,0,0,0,0,0,1048578
20127343,3,0,2,33,1200,1800,3,32,32,2097152
20129614,3,0,326,17,0,2100,2,16384,1,0
20137754,3,0,227,33,1600,1600,4,32,16,8200
20138923,3,0,0,4,0,0,0,0,0,3
20140382,3,0,0,1048580,0,0,0,0,0,-2147483645
20154092,3,0,112,33,0,1800,4,256,1,8192
20155904,3,0,241,33,800,1200,4,32768,1,2147483680
20174189,3,0,42,33,2000,2000,5,1024,1,0
20188127,3,0,0,2,0,0,0,0,0,1040
20191720,11,0,252,33,1900,0,6,1,1,263184
20193924,3,0,0,33,2100,800,7,4,16,3
20201255,3,0,25,2,0,0,0,0,0,17039360
20210570,3,0,0,33,1700,1000,4,16384,16,1056
20216608,3,0,0,524290,0,0,0,0,0,296
20228463,3,0,0,33,0,1850,3,2,16,0
20246864,3,0,240,33,1200,1200,3,2,8,17039360
20248754,3,0,319,8388641,1000,2500,4,8,32,1090519556
20264508,3,0,0,2,0,0,0,0,0,4194304
20265095,3,0,121,67108897,1000,10,2,32768,4,69640
20277376,11,0,0,33,1000,1500,4,8192,32,1049616
20277860,3,0,0,17,1500,0,3,16,32,0
20281581,3,0,159,18874401,1000,100,117899267,16384,1,8195
20285786,3,0,0,4,0,0,0,0,0,1074003968
20292186,3,0,151,33,2200,900,5,4,16,0
20295753,2,0,0,33,500,600,4,524288,2,262144
20315854,3,0,0,17,1100,1200,4,8192,8,0
20318029,11,0,284,33,0,2000,1,4096,16,8704
20343502,3,0,113,8388641,1800,2500,4,4,1,33555488
20345391,11,0,276,33,1600,1000,4,32768,32,262160
20349913,3,0,0,2,0,0,0,0,0,256
20351153,3,0,0,33,1400,600,4,16384,32,1
20358953,3,0,0,33,1800,2200,5,131072,2,262144
20366274,11,0,157,97,2800,2500,8,4,16,1034
20366275,11,20366274,157,97,2800,2500,8,4,16,1034
20368763,3,0,4123,33,1800,800,4,32,8,17563648
20368764,3,31533705,4123,16401,0,0,3,32,8,0
20374351,3,0,57,8225,2700,1800,7,128,4,-2147483581
20374520,3,0,0,131076,0,0,0,0,0,16
20394040,3,0,0,33,1550,1800,5,1,1,8192
20403123,3,0,159,33,2500,2000,7,2,16,262147
20409757,3,0,152,16777249,1200,600,134742019,2,32,16777216
20419926,3,0,0,131076,0,0,0,0,0,8196
20424878,3,0,341,33,1800,800,4,32,4,1073742864
20426176,3,0,319,131076,0,0,0,0,0,263208
20426907,3,0,170,131076,0,0,0,0,0,2147483648
20436034,3,0,0,262146,0,0,0,0,0,73728
20438745,3,0,0,2081,1500,500,5,128,4,4194304
20447641,3,0,170,4,1800,1000,4,32,1,17039360
20450925,3,0,0,4129,200,300,1,4,16,0
20457551,3,0,0,262146,0,0,0,0,0,16785408
20470500,3,0,0,33,1800,400,4,262144,2,-2128609278
20474741,3,0,102,33,1800,1200,4,1,16,262144
20501450,11,0,0,65538,0,0,0,0,0,8192
20513882,3,0,0,4,0,0,0,0,0,3146256
20522190,3,0,0,4,0,0,0,0,0,4
20529766,3,0,0,33,2400,1000,5,4096,16,-2147459072
20537097,11,0,268,33,2000,2500,5,1048576,16,262656
20541432,3,0,0,17,1050,1200,4,8,32,0
20546916,3,0,0,33,1600,2000,4,1024,1,1060864
20563387,3,0,4168,8388641,0,2000,5,8,32,16785412
20579538,3,0,10879120,33,100,100,1,1024,16,262152
20584712,3,0,238,33,1900,1500,4,1,8,3
20586572,3,0,0,33,1000,0,3,8192,1,2
20590515,11,0,323,131076,500,1800,5,16,16,262663
20590784,3,0,163,4,0,0,0,0,0,262400
20612097,11,0,8514,4,0,0,0,0,0,262660
20618081,11,0,281,33,1200,1600,4,16777216,4,262672
20624263,3,0,0,17,1700,1500,5,512,8,0
20630765,3,0,0,33,800,1900,3,2,16,67108868
20638610,3,0,0,4,0,0,0,0,0,1310724
20644748,3,0,0,131076,0,0,0,0,0,0
20654247,11,0,13566173,161,3000,0,8,8192,32,50358272
20663556,3,0,0,33,100,2000,1,64,2,17039872
20665527,11,0,0,67108897,2600,46,4,32,4,270343
20686759,3,0,38,262146,0,0,0,0,0,4194304
20700531,3,0,47,33,1500,1000,4,1,2,16777216
20720928,3,0,261,524290,0,0,0,0,0,4
20721759,3,0,0,4,0,0,0,0,0,4194312
20721928,3,0,12296,17,1600,1400,4,1,16,0
20721929,3,20721928,12296,17,1600,1400,4,1,16,0
20727787,3,0,0,4,0,0,0,0,0,1
20735371,3,0,0,4,0,0,0,0,0,20971520
20745268,3,0,264,4,0,0,0,0,0,3
20747792,3,0,8354,33,400,400,1,2,1,264704
20758643,3,0,177,33,1000,1500,3,8,32,262144
20765952,3,0,0,131074,0,0,0,0,0,4194304
20773176,3,0,11796676,16777249,2000,1000,117899269,8192,4,262144
20781762,3,0,0,4,0,0,0,0,0,4194312
20785975,3,0,4168,8388641,2800,2400,5,4,2,4456452
20788863,11,0,281,131076,0,0,0,0,0,264
20797524,3,0,0,33,300,300,3,32,1,262144
20799347,3,0,334,33,1200,1800,6,8388608,1,262148
20802187,3,0,0,131074,0,0,0,0,0,1040
20822520,3,0,4206,2,0,0,0,0,0,512
20831168,3,0,0,17,1100,800,3,8192,8,0
20838380,3,0,0,33,200,1000,3,131072,2,1310720
20848593,1,0,0,17,1150,900,3,64,2,0
20849090,3,0,210,33,2800,1400,7,32,16,8650752
20855340,3,0,12366,33,200,200,1,524288,4,262144
20858318,3,0,26,4,0,0,0,0,0,131072
20862918,3,0,0,2,0,0,0,0,0,516
20871001,3,0,0,2,0,0,0,0,0,8388608
20899496,3,0,0,4,0,0,0,0,0,262148
20920083,3,0,0,131076,0,0,0,0,0,50331652
20932152,3,0,4119,4129,700,1400,5,32,8,537133056
20934852,1,0,299,67108897,2300,170,4,16777216,2,2147483664
20936251,3,0,330,2,0,0,0,0,0,0
20939559,3,0,0,33,1400,200,4,8,32,131072
20951752,3,0,0,33,2800,1400,8,4,16,262147
20960340,3,0,0,131076,-2,0,4,1,16,4521984
20985997,3,0,0,4,0,0,0,0,0,71303170
20989253,3,0,347,4,0,0,0,0,0,12288
21007444,3,0,0,4,0,0,0,0,0,4457472
21011044,3,0,157,131076,0,0,0,0,0,268435464
21015833,3,0,0,33,1000,700,3,1,1,32768
21044178,11,0,0,8388641,1700,1400,4,262144,2,8192
21051146,3,0,197,33,1400,1700,4,2,4,67108866
21051977,3,0,0,33,200,400,1,1024,1,262144
21057444,1,0,299,33,1200,1000,4,16777216,2,4456456
21065189,11,0,0,8388641,2500,2000,4,16777216,32,270336
21070956,3,0,0,4,0,0,0,0,0,8388608
21074344,3,0,0,33,300,500,2,4,16,2148532225
21076084,11,0,251,4,0,0,0,0,0,262404
21082832,11,0,207,130,0,0,0,0,0,4
21088856,3,0,0,33,1200,1300,3,1,4,8396800
21105106,3,0,180,161,3600,3400,11,2,16,4
21113684,3,0,110,97,1400,2800,10,2,16,68165891
21123811,3,0,0,8225,4000,4000,12,8192,8,65539
21140872,3,0,59,97,2800,2400,7,8192,32,270336
21142671,3,0,0,4129,0,0,1,4,4,537133056
21143940,3,0,165,65538,0,0,0,0,0,268697600
21155323,3,0,0,2081,1500,500,4,256,1,8192
21159309,3,0,63,4129,0,0,1,8192,16,536870912
21175632,3,0,0,65,2800,2000,7,4,16,0
21179143,3,0,60,2,0,0,0,0,0,786432
21179144,3,0,60,16401,0,0,1,524288,1,0
21187631,11,0,259,8225,2200,1200,6,2,32,327696
21200905,11,0,201,67108897,1800,5,2,1024,16,17039872
21208154,3,0,0,33,-2,-2,10,8,32,8192
21219755,3,0,0,4,0,0,0,0,0,4194306
21223277,3,0,10948730,8388641,2000,2000,4,1,16,1
21225115,3,0,329,97,3500,0,8,256,1,24576
21237481,3,0,110,131076,0,0,0,0,0,4194304
21239280,1,0,0,17,400,300,1,16,32,0
21249921,11,0,41,8225,1900,1200,6,8192,8,1056768
21250202,3,0,153,16777249,1200,2400,16842757,8192,32,0
21251800,1,0,0,17,2600,1800,6,4,32,0
21254443,11,0,254,4,0,0,0,0,0,327680
21263083,3,0,0,17,1500,1200,4,16384,1,0
21293424,3,0,358,8388641,2200,250,4,64,4,16785664
21296383,3,0,0,33,100,600,2,512,8,537133056
21296502,3,0,279052386,4194337,2500,2100,7,2,32,459264
21297224,3,0,0,33,1800,500,4,4,16,8388608
21313376,3,0,72,8388641,2500,1500,5,16384,32,4194306
21323861,3,0,0,2,0,0,0,0,0,1048578
21340051,3,0,0,33,2000,500,4,32768,1,8192
21347810,3,0,0,33,400,500,2,1024,1,131072
21350571,3,0,27,4,0,0,0,0,0,1057024
21351206,3,0,4218,33,1500,2000,4,1,4,16777224
21362970,3,0,0,33,1850,400,4,16384,1,262144
21364070,3,0,179,16777249,2000,3000,50528266,16384,8,8208
21368442,3,0,342,33,2000,1400,5,1048576,16,516
21377582,3,0,249,33,2950,2950,8,8388608,16,7
21390858,3,0,4288,33,1850,1500,4,2,32,262656
21414674,3,0,0,33,600,2000,4,128,4,262144
21417692,3,0,0,33,2000,800,4,2,32,65536
21420702,3,0,185,131074,0,0,0,0,0,5242882
21435914,3,0,0,8225,4000,2000,10,8192,32,21012480
21438286,3,0,69,262146,0,0,0,0,0,8208
21441617,11,0,283,33,1200,1500,3,32,32,262148
21452275,3,0,201,2097185,500,400,1,256,8,16777216
21454943,3,0,0,4129,1400,800,3,1048576,1,1056768
21466326,3,0,0,4,0,0,0,0,0,4194304
21481146,3,0,0,4,0,0,0,0,0,2
21488686,3,0,0,4,0,0,0,0,0,8388608
21495657,3,0,10354884,16777249,1500,0,16842755,8388608,1,0
21496848,3,0,58,161,2600,2100,6,64,2,520
21501505,3,0,0,8388641,2450,1950,4,256,32,0
21502796,11,0,56,2097185,200,100,2,16384,16,131
21507589,3,0,0,2,0,0,0,0,0,1049600
21516908,3,0,8214,8225,2000,1000,5,32,8,2359296
21521304,3,0,276758600,8388641,3000,2500,6,1,16,8658948
21522601,3,0,296,33,1000,2800,8,2,16,2147491840
21524779,3,0,0,33,1400,700,4,4096,16,3145728
21546416,3,0,17891393,33,2400,1700,5,8192,8,262664
21558682,3,0,0,131076,0,0,0,0,0,0
21565445,3,0,7667831,33,800,0,1,262144,2,262656
21570001,1,0,0,2,0,0,0,0,0,262146
21576077,11,0,340,2,0,0,0,0,0,9236
21593977,3,0,0,33,1600,1200,4,1,32,0
21597117,3,0,0,4,0,0,0,0,0,262144
21598948,3,0,0,131076,0,0,0,0,0,8192
21607304,3,0,4333,2097185,1900,3000,9,4096,1,268288
21615956,11,0,44,4113,100,2000,1,8192,4,0
21620076,3,0,0,4129,400,200,2,16,32,537919488
21623008,11,0,277,2,0,0,0,0,0,40
21636650,3,0,0,4,0,0,0,0,0,262144
21648584,3,0,186,4,0,0,0,0,0,33554432
21663205,3,0,46,33,500,1500,3,2,32,262144
21672573,3,0,0,33,1300,2200,4,8,16,32
21686473,3,0,4271,16777249,-2,0,16842762,8,32,17063952
21698716,3,0,4148,33,1400,800,4,512,8,32
21702241,3,0,0,262146,0,0,0,0,0,4194304
21715135,3,0,84,2,0,0,0,0,0,262144
21723081,3,0,0,131076,0,0,0,0,0,1283
21744288,3,0,296,33,1800,600,4,2,4,262156
21767650,3,0,7667828,33,100,2000,4,131072,2,0
21768554,3,0,0,131076,0,0,0,0,0,67112960
21770260,3,0,0,131074,0,0,0,0,0,786432
21770261,3,0,0,16401,500,500,1,64,2,0
21770839,3,0,153,16777249,3000,2500,8,8192,32,271360
21772453,3,0,230,33554465,1000,1000,10,1,32,265
21785144,3,0,56,33,2000,1600,6,8192,16,8320
21790410,3,0,86,33,1600,1200,3,2048,32,512
21817254,3,0,0,17,750,600,2,4096,8,0
21830679,11,0,0,33,1800,1000,4,16777216,8,786432
21830680,11,0,0,16401,0,0,1,16777216,8,0
21831848,3,0,84,2,0,0,0,0,0,256
21834870,11,0,300,1048580,0,0,0,0,0,2147745792
21840375,3,0,4206,4,0,0,0,0,0,32
21843307,3,0,0,131076,0,0,0,1,16,262144
